Dealer,Product,Region,Inventory_Level,Consumption_Pattern,Stock_Movement,Risk_Level,Stockout_Risk,Seasonality,Forecast_Requirement,Alert
Dealer_A,Product_X,North,125,11,spike,low,True,low_demand,6526,True
Dealer_E,Product_V,North,520,49,drop,high,False,low_demand,6858,True
Dealer_D,Product_Z,West,445,24,normal,medium,False,low_demand,9518,True
Dealer_A,Product_Z,North,861,4,spike,high,False,steady,1873,True
Dealer_D,Product_X,South,755,23,drop,medium,False,low_demand,7818,False
Dealer_A,Product_Z,West,520,65,drop,high,False,steady,8560,False
Dealer_A,Product_V,Central,230,52,drop,medium,True,low_demand,9559,False
Dealer_D,Product_Y,South,340,96,drop,medium,False,low_demand,5473,False
Dealer_A,Product_W,Central,761,63,normal,medium,False,high_demand,8512,False
Dealer_A,Product_Z,South,535,17,spike,medium,False,low_demand,7744,False
Dealer_D,Product_Z,Central,441,38,spike,medium,False,steady,9075,True
Dealer_D,Product_W,West,182,82,normal,medium,False,low_demand,8965,True
Dealer_B,Product_W,South,519,51,drop,low,True,low_demand,5287,True
Dealer_A,Product_X,West,195,65,spike,high,False,steady,6298,True
Dealer_C,Product_Y,Central,362,47,normal,low,False,low_demand,2370,True
Dealer_A,Product_Y,South,765,8,spike,low,False,steady,9126,False
Dealer_C,Product_Y,East,227,77,drop,low,True,low_demand,7901,True
Dealer_A,Product_Y,East,149,55,drop,high,False,high_demand,2029,False
Dealer_E,Product_Y,South,571,57,drop,low,True,steady,3230,False
Dealer_D,Product_W,Central,531,8,drop,medium,True,high_demand,5839,True
Dealer_C,Product_W,Central,90,22,drop,low,False,low_demand,9984,False
Dealer_B,Product_V,Central,879,99,drop,high,True,low_demand,6249,True
Dealer_A,Product_W,West,907,44,spike,medium,True,low_demand,6130,False
Dealer_A,Product_W,Central,188,44,spike,medium,True,low_demand,5098,True
Dealer_A,Product_Z,North,520,40,drop,low,True,high_demand,6031,False
Dealer_D,Product_Z,Central,663,79,normal,low,True,steady,8750,True
Dealer_C,Product_X,South,126,17,normal,medium,False,steady,8951,True
Dealer_A,Product_Z,East,168,15,drop,medium,False,high_demand,5722,True
Dealer_C,Product_Y,Central,251,17,normal,low,True,low_demand,5298,False
Dealer_C,Product_Z,North,58,87,normal,medium,False,high_demand,8994,False
Dealer_D,Product_V,Central,652,89,drop,medium,True,low_demand,8501,True
Dealer_A,Product_W,South,520,91,spike,medium,False,low_demand,6715,True
Dealer_C,Product_Z,North,687,7,normal,low,True,steady,332,True
Dealer_C,Product_Z,South,107,87,normal,medium,False,steady,6034,False
Dealer_C,Product_Y,Central,170,61,drop,medium,True,low_demand,6427,True
Dealer_D,Product_Z,Central,213,58,drop,low,True,steady,4764,True
Dealer_A,Product_W,North,405,76,drop,high,True,high_demand,9555,True
Dealer_A,Product_Z,Central,583,61,normal,medium,False,steady,2564,False
Dealer_C,Product_W,North,459,64,drop,low,False,steady,5137,False
Dealer_B,Product_V,West,426,60,spike,high,True,steady,6489,True
Dealer_A,Product_W,North,519,51,drop,high,True,high_demand,5287,True
Dealer_C,Product_W,Central,983,56,drop,low,False,high_demand,7251,True
Dealer_C,Product_W,South,756,55,normal,high,True,steady,1116,True
Dealer_C,Product_X,Central,608,77,normal,low,False,high_demand,6665,False
Dealer_E,Product_V,North,230,55,normal,low,True,steady,1201,False
Dealer_D,Product_Y,Central,431,99,spike,high,True,low_demand,7039,True
Dealer_A,Product_V,South,1345,67,normal,high,True,low_demand,13546,False
Dealer_A,Product_W,Central,231,18,drop,high,True,low_demand,3680,True
Dealer_E,Product_V,Central,498,81,drop,high,True,high_demand,5531,True
Dealer_A,Product_W,East,947,72,spike,medium,False,high_demand,6983,False
Dealer_C,Product_Y,North,549,31,spike,medium,True,high_demand,3079,False
Dealer_A,Product_V,Central,626,89,spike,low,True,high_demand,2361,False
Dealer_E,Product_Y,West,564,78,drop,medium,False,steady,1641,False
Dealer_B,Product_Y,Central,636,51,spike,high,False,high_demand,2890,True
Dealer_E,Product_V,North,206,72,spike,medium,False,low_demand,7646,False
Dealer_B,Product_W,West,254,51,normal,medium,False,steady,853,True
Dealer_D,Product_W,Central,520,68,normal,low,False,steady,7908,False
Dealer_C,Product_Y,East,433,22,drop,medium,False,steady,749,True
Dealer_A,Product_X,East,512,29,spike,low,False,high_demand,1912,False
Dealer_C,Product_Y,West,198,87,drop,low,False,low_demand,2007,True
Dealer_C,Product_W,Central,49,42,spike,low,False,low_demand,7769,True
Dealer_B,Product_W,West,324,62,drop,medium,True,low_demand,4804,False
Dealer_E,Product_Z,West,727,74,drop,low,False,steady,8372,True
Dealer_A,Product_W,East,956,46,normal,high,True,low_demand,1475,False
Dealer_B,Product_X,North,240,51,normal,high,False,low_demand,9642,True
Dealer_B,Product_Y,Central,78,7,drop,medium,False,high_demand,3507,False
Dealer_D,Product_Y,North,505,24,normal,high,True,steady,2416,False
Dealer_C,Product_Y,East,479,90,normal,high,False,low_demand,4908,True
Dealer_A,Product_Y,Central,819,38,normal,low,True,steady,4722,False
Dealer_B,Product_X,East,549,75,drop,low,True,low_demand,9651,False
Dealer_A,Product_Z,East,420,55,normal,low,False,high_demand,1418,False
Dealer_C,Product_X,West,307,65,drop,medium,False,steady,6293,False
Dealer_A,Product_V,South,386,55,spike,high,False,high_demand,3412,True
Dealer_C,Product_Z,South,570,51,drop,low,False,low_demand,729,False
Dealer_E,Product_W,Central,961,55,drop,low,False,steady,7322,True
Dealer_B,Product_W,East,695,89,spike,medium,True,steady,2464,False
Dealer_C,Product_X,West,870,4,normal,medium,True,low_demand,2232,False
Dealer_B,Product_Z,Central,1345,11,drop,high,False,high_demand,5275,False
Dealer_E,Product_V,South,874,54,spike,medium,True,steady,7773,False
Dealer_E,Product_X,North,372,53,spike,low,False,low_demand,6243,False
Dealer_E,Product_X,South,904,99,drop,low,True,high_demand,7426,True
Dealer_E,Product_W,North,371,69,normal,high,False,low_demand,1107,True
Dealer_C,Product_Y,Central,230,47,drop,medium,True,high_demand,5367,False
Dealer_B,Product_X,South,519,51,drop,low,False,high_demand,5287,True
Dealer_E,Product_X,South,917,80,spike,high,True,steady,13546,True
Dealer_A,Product_W,Central,833,79,normal,low,True,high_demand,1600,True
Dealer_D,Product_X,North,76,48,drop,low,False,steady,3043,False
Dealer_B,Product_Z,East,328,14,normal,medium,False,steady,7939,True
Dealer_A,Product_W,Central,653,54,spike,high,True,low_demand,7298,False
Dealer_A,Product_W,West,774,97,drop,low,True,low_demand,2920,False
Dealer_A,Product_W,Central,563,33,spike,low,False,high_demand,1231,False
Dealer_C,Product_W,South,340,94,normal,medium,True,steady,5298,True
Dealer_C,Product_Z,Central,314,99,drop,medium,True,steady,2666,True
Dealer_A,Product_W,North,503,9,normal,high,True,low_demand,5298,True
Dealer_C,Product_Y,West,905,30,normal,high,True,low_demand,3624,True
Dealer_A,Product_W,South,192,51,normal,high,False,low_demand,5577,False
Dealer_D,Product_W,Central,557,43,normal,medium,False,steady,6543,False
Dealer_A,Product_W,Central,749,92,spike,high,False,high_demand,13546,True
Dealer_D,Product_X,Central,680,14,spike,medium,True,high_demand,1814,False
Dealer_C,Product_Z,Central,520,5,normal,low,True,high_demand,4495,False
Dealer_C,Product_Y,West,415,64,drop,high,False,high_demand,3555,False
Dealer_E,Product_Z,Central,905,89,drop,medium,False,high_demand,3365,True
Dealer_B,Product_V,Central,760,94,normal,high,True,steady,300,True
Dealer_A,Product_W,West,519,51,spike,low,True,low_demand,5287,True
Dealer_A,Product_Z,Central,285,28,drop,high,False,steady,5973,False
Dealer_C,Product_Z,West,755,10,normal,medium,True,low_demand,2200,True
Dealer_D,Product_V,East,390,98,spike,low,True,low_demand,3148,False
Dealer_B,Product_X,North,516,23,normal,low,True,low_demand,4321,True
Dealer_A,Product_W,North,726,48,spike,medium,False,high_demand,9590,True
Dealer_A,Product_Z,East,421,94,drop,high,True,high_demand,4099,True
Dealer_E,Product_X,Central,447,24,spike,high,False,steady,8508,True
Dealer_C,Product_W,North,521,51,normal,medium,False,steady,283,False
Dealer_A,Product_Z,Central,207,29,spike,medium,True,steady,5181,False
Dealer_D,Product_V,West,201,90,drop,medium,True,low_demand,4846,True
Dealer_E,Product_V,North,386,40,normal,low,True,low_demand,8858,False
Dealer_B,Product_V,West,496,79,drop,high,True,high_demand,5406,True
Dealer_C,Product_Z,Central,520,49,spike,low,True,steady,3450,False
Dealer_A,Product_W,East,466,9,drop,low,False,high_demand,6683,False
Dealer_C,Product_X,West,412,23,spike,high,False,steady,5754,True
Dealer_C,Product_Z,East,173,9,drop,low,False,low_demand,3989,True
Dealer_E,Product_W,Central,228,65,spike,medium,True,high_demand,2053,False
Dealer_A,Product_W,South,679,17,drop,high,False,high_demand,776,False
Dealer_C,Product_W,North,519,51,normal,medium,False,high_demand,5287,True
Dealer_B,Product_V,South,433,51,spike,low,True,steady,3915,False
Dealer_B,Product_Z,West,49,95,drop,medium,False,high_demand,7891,False
Dealer_B,Product_Y,East,830,36,drop,medium,True,low_demand,6135,False
Dealer_D,Product_W,East,1345,22,drop,medium,True,steady,211,True
Dealer_B,Product_W,Central,284,9,normal,low,True,low_demand,1038,True
Dealer_B,Product_X,Central,562,5,normal,high,False,low_demand,2563,True
Dealer_E,Product_Y,East,520,91,drop,low,True,steady,6210,False
Dealer_A,Product_Y,North,519,51,drop,medium,False,low_demand,5287,False
Dealer_A,Product_Z,Central,780,40,drop,high,True,high_demand,3333,False
Dealer_E,Product_X,North,41,59,drop,high,True,steady,472,True
Dealer_B,Product_Z,Central,424,52,drop,high,True,steady,1592,False
Dealer_E,Product_Z,North,403,24,normal,low,True,high_demand,5929,False
Dealer_E,Product_V,Central,228,35,drop,high,True,high_demand,3669,True
Dealer_C,Product_Y,East,819,45,spike,low,False,high_demand,743,False
Dealer_A,Product_W,East,682,83,spike,low,False,steady,4115,True
Dealer_A,Product_V,South,629,78,normal,medium,False,high_demand,6352,False
Dealer_A,Product_W,East,1345,18,spike,medium,False,high_demand,5395,True
Dealer_B,Product_Y,West,43,84,spike,medium,True,steady,2840,False
Dealer_B,Product_V,South,1345,10,drop,medium,True,low_demand,9610,False
Dealer_E,Product_Z,West,519,51,spike,medium,True,steady,5287,True
Dealer_E,Product_V,South,537,32,normal,low,True,high_demand,6139,True
Dealer_C,Product_Z,Central,519,51,normal,low,False,high_demand,5287,True
Dealer_E,Product_Y,West,396,16,spike,high,True,steady,9345,True
Dealer_E,Product_W,Central,519,51,normal,medium,False,steady,5287,False
Dealer_C,Product_X,West,519,51,drop,medium,False,steady,5287,False
Dealer_C,Product_X,West,248,63,normal,low,False,steady,4236,True
Dealer_D,Product_V,South,429,95,spike,high,True,low_demand,316,True
Dealer_E,Product_Y,Central,256,70,normal,high,False,low_demand,7364,True
Dealer_D,Product_Y,North,239,41,drop,high,True,low_demand,2107,False
Dealer_C,Product_V,West,339,97,normal,low,False,steady,4694,False
Dealer_B,Product_Z,East,335,98,normal,medium,True,low_demand,4623,False
Dealer_E,Product_Z,Central,519,51,spike,high,True,high_demand,5287,True
Dealer_A,Product_X,Central,700,71,drop,high,False,steady,6986,False
Dealer_E,Product_Y,West,588,72,normal,medium,False,high_demand,7341,False
Dealer_A,Product_W,East,308,51,normal,high,False,low_demand,8377,True
Dealer_C,Product_W,East,455,12,drop,medium,True,low_demand,5298,True
Dealer_A,Product_W,Central,86,91,drop,high,True,high_demand,5332,False
Dealer_B,Product_X,South,112,56,spike,low,True,low_demand,4437,False
Dealer_A,Product_V,West,30,63,drop,low,False,low_demand,2943,False
Dealer_C,Product_V,Central,168,18,spike,high,True,low_demand,5464,True
Dealer_A,Product_W,South,10,99,spike,high,True,steady,4416,False
Dealer_D,Product_Z,Central,1345,78,drop,low,True,low_demand,9832,False
Dealer_E,Product_V,Central,289,42,spike,medium,False,steady,1900,False
Dealer_A,Product_Y,East,746,55,drop,high,True,steady,3367,True
Dealer_A,Product_W,Central,794,91,spike,low,False,low_demand,7781,False
Dealer_A,Product_Z,East,684,87,spike,medium,False,low_demand,8013,True
Dealer_E,Product_X,Central,185,40,normal,high,False,low_demand,7808,True
Dealer_E,Product_W,South,946,27,spike,low,True,steady,307,True
Dealer_E,Product_W,West,520,96,spike,low,False,steady,9161,True
Dealer_A,Product_Z,South,277,45,normal,low,True,low_demand,9723,True
Dealer_A,Product_X,Central,917,59,normal,medium,False,low_demand,5217,True
Dealer_D,Product_X,East,519,51,spike,low,False,low_demand,5287,False
Dealer_A,Product_Y,Central,140,26,normal,medium,False,steady,6710,False
Dealer_C,Product_Y,West,520,71,drop,low,True,high_demand,2762,False
Dealer_D,Product_V,East,18,94,normal,medium,False,high_demand,7095,True
Dealer_D,Product_X,Central,874,49,normal,low,True,low_demand,1665,False
Dealer_B,Product_W,Central,845,51,spike,low,False,steady,5298,True
Dealer_B,Product_W,South,93,36,normal,low,False,low_demand,692,True
Dealer_E,Product_Z,West,520,57,drop,low,True,high_demand,2844,False
Dealer_D,Product_X,Central,102,7,drop,high,False,high_demand,3884,False
Dealer_D,Product_W,North,878,19,normal,medium,False,low_demand,1586,False
Dealer_B,Product_X,North,976,94,spike,low,False,low_demand,1215,False
Dealer_B,Product_W,West,786,70,normal,medium,True,high_demand,1533,False
Dealer_B,Product_X,North,459,51,normal,low,True,high_demand,6966,False
Dealer_A,Product_W,North,520,74,spike,high,True,high_demand,4671,False
Dealer_A,Product_X,South,440,18,normal,medium,False,high_demand,9393,True
Dealer_D,Product_W,South,593,49,spike,high,False,low_demand,9861,False
Dealer_C,Product_W,Central,334,42,drop,low,False,steady,9943,True
Dealer_C,Product_Y,North,892,19,drop,high,True,steady,8740,True
Dealer_E,Product_W,Central,468,6,drop,high,False,low_demand,3394,True
Dealer_A,Product_W,West,997,21,normal,high,True,low_demand,8963,False
Dealer_C,Product_V,Central,930,18,drop,low,False,high_demand,1001,False
Dealer_E,Product_V,Central,310,55,normal,medium,False,high_demand,5298,False
Dealer_A,Product_W,Central,786,87,drop,low,True,high_demand,1745,True
Dealer_A,Product_Z,Central,616,53,normal,medium,True,low_demand,7591,False
Dealer_A,Product_Z,South,912,12,spike,low,True,steady,3149,False
Dealer_C,Product_X,North,994,51,spike,low,False,low_demand,6351,False
Dealer_E,Product_Y,North,842,73,drop,medium,True,steady,2108,False
Dealer_D,Product_V,West,837,80,normal,medium,False,high_demand,4704,False
Dealer_E,Product_X,West,313,26,drop,medium,False,steady,687,True
Dealer_C,Product_V,East,701,8,normal,high,False,steady,2843,False
Dealer_C,Product_Y,West,618,76,normal,low,False,steady,4879,False
Dealer_E,Product_W,East,534,21,normal,high,False,steady,4966,True
Dealer_D,Product_V,North,204,92,spike,low,True,low_demand,7580,False
Dealer_B,Product_V,East,119,51,spike,low,False,low_demand,3065,False
Dealer_E,Product_W,North,468,3,spike,medium,True,low_demand,1975,True
Dealer_B,Product_V,East,233,77,spike,medium,True,high_demand,6018,False
Dealer_B,Product_Y,North,302,40,drop,medium,False,steady,5298,False
Dealer_C,Product_W,Central,438,82,normal,low,True,low_demand,8992,True
Dealer_D,Product_W,South,453,14,spike,high,False,low_demand,9705,True
Dealer_E,Product_V,North,235,57,normal,low,True,steady,768,False
Dealer_A,Product_Z,West,826,86,normal,low,False,low_demand,8137,False
Dealer_E,Product_Z,Central,177,57,spike,low,True,low_demand,4069,False
Dealer_D,Product_W,Central,26,83,normal,high,True,high_demand,1744,True
Dealer_D,Product_Y,East,651,91,normal,high,False,high_demand,5298,False
Dealer_C,Product_Y,North,136,34,drop,high,False,high_demand,2812,False
Dealer_A,Product_X,North,188,90,drop,high,False,low_demand,6594,False
Dealer_C,Product_V,South,682,18,drop,low,True,steady,3004,False
Dealer_A,Product_W,North,825,12,normal,medium,False,low_demand,3903,True
Dealer_A,Product_V,West,520,34,spike,medium,False,high_demand,3598,False
Dealer_B,Product_X,East,983,70,spike,low,True,steady,2324,False
Dealer_E,Product_Y,West,842,37,spike,low,True,high_demand,5565,True
Dealer_D,Product_V,South,520,91,drop,medium,True,low_demand,9428,False
Dealer_E,Product_V,West,147,31,spike,low,True,high_demand,7396,True
Dealer_A,Product_W,West,424,94,drop,high,False,low_demand,3409,False
Dealer_A,Product_W,Central,825,57,spike,low,True,high_demand,1253,True
Dealer_A,Product_W,East,373,85,spike,low,True,high_demand,9932,True
Dealer_A,Product_W,South,714,4,spike,high,False,steady,1662,False
Dealer_A,Product_V,East,513,53,spike,medium,True,low_demand,5298,True
Dealer_E,Product_W,West,866,80,spike,medium,False,high_demand,658,True
Dealer_D,Product_Z,West,809,32,normal,medium,False,low_demand,3165,False
Dealer_B,Product_W,West,520,44,spike,low,False,low_demand,9510,True
Dealer_B,Product_Z,East,764,43,spike,medium,False,high_demand,7146,True
Dealer_B,Product_Z,North,519,51,drop,medium,False,low_demand,5287,True
Dealer_B,Product_Y,South,46,47,spike,high,False,low_demand,1287,True
Dealer_D,Product_Y,South,726,5,drop,high,True,low_demand,1281,False
Dealer_D,Product_Y,Central,978,90,drop,medium,False,steady,2394,True
Dealer_D,Product_X,South,44,80,spike,medium,True,low_demand,8883,True
Dealer_E,Product_Y,East,530,2,drop,medium,True,high_demand,2089,True
Dealer_D,Product_Z,North,519,51,normal,high,True,low_demand,5287,False
Dealer_E,Product_X,South,125,35,spike,medium,True,steady,8614,True
Dealer_C,Product_V,West,886,19,spike,high,True,low_demand,4384,True
Dealer_B,Product_W,West,396,40,drop,low,True,low_demand,8598,True
Dealer_E,Product_Z,Central,283,23,drop,low,False,low_demand,9014,False
Dealer_C,Product_V,East,417,89,spike,high,True,steady,4227,True
Dealer_D,Product_Z,South,801,2,spike,high,True,low_demand,2663,True
Dealer_B,Product_Y,West,976,34,normal,low,False,high_demand,4451,True
Dealer_A,Product_X,East,744,34,drop,low,True,low_demand,13546,False
Dealer_E,Product_W,Central,380,36,drop,high,False,high_demand,7542,True
Dealer_A,Product_W,South,998,42,spike,medium,True,low_demand,5690,False
Dealer_A,Product_V,West,930,77,spike,high,False,high_demand,6610,True
Dealer_A,Product_W,Central,682,51,drop,medium,False,high_demand,6580,False
Dealer_A,Product_W,North,911,77,drop,medium,False,steady,5050,True
Dealer_B,Product_Z,East,1345,70,drop,medium,True,steady,8256,False
Dealer_C,Product_Y,North,801,47,drop,medium,False,low_demand,13546,False
Dealer_B,Product_X,North,187,92,drop,medium,True,steady,4665,True
Dealer_B,Product_X,Central,519,51,normal,low,True,low_demand,5287,False
Dealer_A,Product_Z,North,703,92,spike,medium,False,high_demand,2073,True
Dealer_C,Product_Z,North,576,51,drop,medium,False,steady,6614,True
Dealer_A,Product_V,North,344,56,drop,low,False,steady,5490,True
Dealer_E,Product_V,West,862,36,normal,medium,True,low_demand,9716,True
Dealer_B,Product_Z,South,86,1,normal,medium,False,steady,3747,True
Dealer_B,Product_Y,North,43,35,normal,high,False,high_demand,1780,False
Dealer_C,Product_W,Central,888,4,normal,medium,False,high_demand,5298,False
Dealer_D,Product_X,Central,519,51,normal,medium,False,high_demand,5287,True
Dealer_A,Product_X,Central,523,1,normal,medium,True,steady,8464,True
Dealer_A,Product_W,East,39,27,spike,medium,False,low_demand,3021,True
Dealer_B,Product_V,Central,777,30,drop,low,False,low_demand,7458,False
Dealer_A,Product_Y,West,193,2,normal,high,False,low_demand,1386,True
Dealer_C,Product_V,East,25,38,normal,high,True,high_demand,2255,False
Dealer_B,Product_X,South,261,39,normal,low,False,steady,2418,True
Dealer_A,Product_Y,Central,995,70,spike,low,True,steady,6111,True
Dealer_B,Product_W,South,238,55,spike,low,False,low_demand,5298,True
Dealer_B,Product_V,North,520,22,drop,high,True,high_demand,13546,False
Dealer_A,Product_W,South,342,31,drop,low,False,high_demand,9603,True
Dealer_C,Product_V,Central,112,28,spike,high,True,steady,3404,True
Dealer_E,Product_Z,East,778,74,drop,high,False,low_demand,167,False
Dealer_A,Product_W,North,741,42,drop,medium,False,low_demand,8324,True
Dealer_C,Product_W,North,828,3,drop,low,False,high_demand,9892,True
Dealer_A,Product_Y,Central,519,51,normal,low,True,high_demand,5287,False
Dealer_C,Product_W,East,290,26,normal,medium,True,high_demand,3354,True
Dealer_E,Product_V,Central,962,41,normal,low,True,steady,3175,True
Dealer_C,Product_W,Central,185,45,spike,low,False,low_demand,2075,True
Dealer_C,Product_X,Central,319,47,spike,medium,True,high_demand,2002,False
Dealer_E,Product_Z,Central,727,51,normal,medium,True,low_demand,5567,True
Dealer_C,Product_W,Central,392,79,drop,high,True,low_demand,8203,True
Dealer_A,Product_V,East,758,90,normal,low,True,steady,8511,True
Dealer_C,Product_Y,Central,163,78,normal,high,True,steady,8155,True
Dealer_C,Product_V,North,335,90,normal,low,True,low_demand,4881,False
Dealer_C,Product_X,North,779,51,normal,low,True,low_demand,1146,True
Dealer_D,Product_X,West,171,86,drop,medium,False,low_demand,5298,False
Dealer_D,Product_W,Central,86,55,drop,medium,True,low_demand,3520,True
Dealer_C,Product_X,South,471,12,normal,high,True,high_demand,8844,True
Dealer_C,Product_X,West,55,48,spike,low,False,low_demand,4693,True
Dealer_E,Product_Z,East,754,20,drop,medium,True,steady,8709,True
Dealer_E,Product_W,South,678,49,spike,medium,False,high_demand,3080,True
Dealer_A,Product_W,South,565,68,spike,low,True,steady,4707,True
Dealer_B,Product_V,East,599,87,drop,high,False,low_demand,9982,True
Dealer_D,Product_W,East,209,78,drop,high,False,high_demand,822,False
Dealer_C,Product_W,South,520,36,normal,low,True,steady,5766,True
Dealer_E,Product_Y,Central,415,40,drop,high,False,low_demand,361,False
Dealer_A,Product_V,West,39,2,spike,low,False,high_demand,5291,True
Dealer_A,Product_W,East,459,4,drop,high,True,high_demand,1881,True
Dealer_B,Product_V,South,112,49,drop,medium,True,high_demand,3169,True
Dealer_B,Product_Z,East,855,16,normal,high,False,high_demand,9311,False
Dealer_E,Product_Z,Central,123,51,spike,medium,False,high_demand,5244,True
Dealer_D,Product_W,North,180,72,spike,high,False,low_demand,4062,True
Dealer_A,Product_W,Central,237,53,drop,high,False,low_demand,3949,True
Dealer_B,Product_W,West,554,83,drop,high,False,high_demand,4141,True
Dealer_A,Product_Z,Central,335,98,normal,high,False,steady,5298,True
Dealer_D,Product_Y,South,97,88,drop,low,True,high_demand,9033,False
Dealer_A,Product_X,Central,825,92,spike,high,False,high_demand,2205,False
Dealer_B,Product_Y,South,228,51,spike,medium,False,high_demand,9533,False
Dealer_A,Product_V,Central,258,28,drop,low,False,low_demand,3956,True
Dealer_B,Product_Y,South,807,92,normal,medium,True,high_demand,7536,False
Dealer_A,Product_W,South,872,13,normal,low,True,high_demand,6854,True
Dealer_D,Product_W,East,930,51,spike,medium,True,low_demand,3350,True
Dealer_C,Product_Z,South,519,51,normal,high,False,steady,5287,True
Dealer_D,Product_V,East,762,49,spike,high,False,steady,6827,False
Dealer_A,Product_W,North,673,1,drop,high,False,high_demand,5150,True
Dealer_B,Product_Z,Central,329,81,drop,medium,True,steady,1964,True
Dealer_D,Product_V,Central,855,33,drop,low,True,low_demand,6286,False
Dealer_C,Product_W,East,374,83,normal,high,True,steady,7337,False
Dealer_D,Product_X,East,467,61,spike,high,False,steady,5132,True
Dealer_A,Product_W,Central,405,2,drop,medium,False,low_demand,687,False
Dealer_C,Product_Y,North,519,51,spike,low,False,steady,5287,False
Dealer_C,Product_V,South,21,53,drop,low,False,steady,2181,True
Dealer_A,Product_V,North,520,74,spike,high,True,high_demand,4671,False
Dealer_A,Product_Z,Central,354,33,drop,medium,False,low_demand,5481,True
Dealer_A,Product_W,North,861,4,spike,high,False,steady,1873,True
Dealer_C,Product_Z,Central,405,2,drop,medium,False,low_demand,687,False
